file,molecule,position,mol_pred_loaded,sanitization,inchi_convertible,all_atoms_connected,no_radicals,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,non-aromatic_ring_non-flatness,double_bond_flatness
results/bindingmoad_molpilot_v50/bindingmoad_041_4a03_f98_gen.sdf,0_0_12,4,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_041_4a03_f98_gen.sdf,0_0_13,5,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_041_4a03_f98_gen.sdf,0_0_14,6,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_041_4a03_f98_gen.sdf,0_0_15,7,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_041_4a03_f98_gen.sdf,0_0_2,8,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_041_4a03_f98_gen.sdf,0_0_3,9,True,True,True,True,True,True,True,True,True,True,False
results/bindingmoad_molpilot_v50/bindingmoad_041_4a03_f98_gen.sdf,0_0_4,10,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_041_4a03_f98_gen.sdf,0_0_5,11,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_041_4a03_f98_gen.sdf,0_0_6,12,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_041_4a03_f98_gen.sdf,0_0_7,13,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_041_4a03_f98_gen.sdf,0_0_8,14,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_041_4a03_f98_gen.sdf,0_0_9,15,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_049_4q3c_2yg_gen.sdf,0_0_0,0,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_049_4q3c_2yg_gen.sdf,0_0_1,1,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_049_4q3c_2yg_gen.sdf,0_0_10,2,True,True,True,True,True,False,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_049_4q3c_2yg_gen.sdf,0_0_11,3,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_049_4q3c_2yg_gen.sdf,0_0_12,4,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_049_4q3c_2yg_gen.sdf,0_0_13,5,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_049_4q3c_2yg_gen.sdf,0_0_14,6,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_049_4q3c_2yg_gen.sdf,0_0_15,7,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_049_4q3c_2yg_gen.sdf,0_0_2,8,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_049_4q3c_2yg_gen.sdf,0_0_3,9,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_049_4q3c_2yg_gen.sdf,0_0_4,10,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_049_4q3c_2yg_gen.sdf,0_0_5,11,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_049_4q3c_2yg_gen.sdf,0_0_6,12,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_049_4q3c_2yg_gen.sdf,0_0_7,13,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_049_4q3c_2yg_gen.sdf,0_0_8,14,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_027_3zkn_wzv_gen.sdf,0_0_10,0,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_027_3zkn_wzv_gen.sdf,0_0_11,1,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_027_3zkn_wzv_gen.sdf,0_0_12,2,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_027_3zkn_wzv_gen.sdf,0_0_14,3,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_027_3zkn_wzv_gen.sdf,0_0_15,4,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_027_3zkn_wzv_gen.sdf,0_0_2,5,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_027_3zkn_wzv_gen.sdf,0_0_3,6,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_027_3zkn_wzv_gen.sdf,0_0_4,7,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_027_3zkn_wzv_gen.sdf,0_0_6,8,True,True,True,False,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_027_3zkn_wzv_gen.sdf,0_0_7,9,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_027_3zkn_wzv_gen.sdf,0_0_9,10,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_043_1tkb_n1t_gen.sdf,0_0_1,0,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_043_1tkb_n1t_gen.sdf,0_0_12,1,True,True,True,True,True,False,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_043_1tkb_n1t_gen.sdf,0_0_14,2,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_043_1tkb_n1t_gen.sdf,0_0_3,3,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_043_1tkb_n1t_gen.sdf,0_0_5,4,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_043_1tkb_n1t_gen.sdf,0_0_6,5,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_043_1tkb_n1t_gen.sdf,0_0_7,6,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_043_1tkb_n1t_gen.sdf,0_0_9,7,True,True,True,True,True,False,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_045_4pee_2ox_gen.sdf,0_0_0,0,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_045_4pee_2ox_gen.sdf,0_0_1,1,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_045_4pee_2ox_gen.sdf,0_0_10,2,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_045_4pee_2ox_gen.sdf,0_0_11,3,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_045_4pee_2ox_gen.sdf,0_0_13,4,True,True,True,True,True,True,True,True,True,False,True
results/bindingmoad_molpilot_v50/bindingmoad_045_4pee_2ox_gen.sdf,0_0_14,5,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_045_4pee_2ox_gen.sdf,0_0_15,6,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_045_4pee_2ox_gen.sdf,0_0_4,7,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_045_4pee_2ox_gen.sdf,0_0_5,8,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_045_4pee_2ox_gen.sdf,0_0_6,9,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_045_4pee_2ox_gen.sdf,0_0_7,10,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_045_4pee_2ox_gen.sdf,0_0_8,11,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_045_4pee_2ox_gen.sdf,0_0_9,12,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_047_2aa5_str_gen.sdf,0_0_1,0,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_047_2aa5_str_gen.sdf,0_0_11,1,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_047_2aa5_str_gen.sdf,0_0_12,2,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_047_2aa5_str_gen.sdf,0_0_13,3,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_047_2aa5_str_gen.sdf,0_0_14,4,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_047_2aa5_str_gen.sdf,0_0_15,5,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_047_2aa5_str_gen.sdf,0_0_2,6,True,True,True,True,True,False,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_047_2aa5_str_gen.sdf,0_0_4,7,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_047_2aa5_str_gen.sdf,0_0_5,8,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_047_2aa5_str_gen.sdf,0_0_6,9,True,True,True,True,True,False,False,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_047_2aa5_str_gen.sdf,0_0_8,10,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_047_2aa5_str_gen.sdf,0_0_9,11,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_007_5jgk_sah_gen.sdf,0_0_0,0,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_007_5jgk_sah_gen.sdf,0_0_1,1,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_007_5jgk_sah_gen.sdf,0_0_11,2,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_007_5jgk_sah_gen.sdf,0_0_12,3,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_007_5jgk_sah_gen.sdf,0_0_13,4,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_007_5jgk_sah_gen.sdf,0_0_14,5,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_007_5jgk_sah_gen.sdf,0_0_2,6,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_007_5jgk_sah_gen.sdf,0_0_3,7,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_007_5jgk_sah_gen.sdf,0_0_6,8,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_007_5jgk_sah_gen.sdf,0_0_7,9,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_007_5jgk_sah_gen.sdf,0_0_8,10,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_007_5jgk_sah_gen.sdf,0_0_9,11,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_009_5jg0_uc9_gen.sdf,0_0_1,0,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_009_5jg0_uc9_gen.sdf,0_0_10,1,True,True,True,False,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_009_5jg0_uc9_gen.sdf,0_0_11,2,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_009_5jg0_uc9_gen.sdf,0_0_12,3,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_009_5jg0_uc9_gen.sdf,0_0_13,4,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_009_5jg0_uc9_gen.sdf,0_0_14,5,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_009_5jg0_uc9_gen.sdf,0_0_15,6,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_009_5jg0_uc9_gen.sdf,0_0_5,7,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_009_5jg0_uc9_gen.sdf,0_0_7,8,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_009_5jg0_uc9_gen.sdf,0_0_8,9,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_040_3n10_cmp_gen.sdf,0_0_0,0,True,True,True,True,True,True,True,True,True,False,True
results/bindingmoad_molpilot_v50/bindingmoad_040_3n10_cmp_gen.sdf,0_0_1,1,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_040_3n10_cmp_gen.sdf,0_0_10,2,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_040_3n10_cmp_gen.sdf,0_0_11,3,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_040_3n10_cmp_gen.sdf,0_0_2,4,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_040_3n10_cmp_gen.sdf,0_0_3,5,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_040_3n10_cmp_gen.sdf,0_0_4,6,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_040_3n10_cmp_gen.sdf,0_0_5,7,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_040_3n10_cmp_gen.sdf,0_0_6,8,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_040_3n10_cmp_gen.sdf,0_0_7,9,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_040_3n10_cmp_gen.sdf,0_0_8,10,True,True,True,True,True,True,True,False,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_040_3n10_cmp_gen.sdf,0_0_9,11,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_042_4ug7_1ev_gen.sdf,0_0_0,0,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_042_4ug7_1ev_gen.sdf,0_0_13,1,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_042_4ug7_1ev_gen.sdf,0_0_14,2,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_042_4ug7_1ev_gen.sdf,0_0_15,3,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_042_4ug7_1ev_gen.sdf,0_0_3,4,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_042_4ug7_1ev_gen.sdf,0_0_4,5,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_042_4ug7_1ev_gen.sdf,0_0_5,6,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_042_4ug7_1ev_gen.sdf,0_0_6,7,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_042_4ug7_1ev_gen.sdf,0_0_7,8,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_042_4ug7_1ev_gen.sdf,0_0_8,9,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_042_4ug7_1ev_gen.sdf,0_0_9,10,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_048_6c9v_ers_gen.sdf,0_0_0,0,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_048_6c9v_ers_gen.sdf,0_0_10,1,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_048_6c9v_ers_gen.sdf,0_0_11,2,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_048_6c9v_ers_gen.sdf,0_0_12,3,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_048_6c9v_ers_gen.sdf,0_0_15,4,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_048_6c9v_ers_gen.sdf,0_0_2,5,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_048_6c9v_ers_gen.sdf,0_0_3,6,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_048_6c9v_ers_gen.sdf,0_0_5,7,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_048_6c9v_ers_gen.sdf,0_0_6,8,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_048_6c9v_ers_gen.sdf,0_0_7,9,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_048_6c9v_ers_gen.sdf,0_0_8,10,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_048_6c9v_ers_gen.sdf,0_0_9,11,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_021_3g5d_1n1_gen.sdf,0_0_0,0,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_021_3g5d_1n1_gen.sdf,0_0_1,1,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_021_3g5d_1n1_gen.sdf,0_0_10,2,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_021_3g5d_1n1_gen.sdf,0_0_11,3,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_021_3g5d_1n1_gen.sdf,0_0_12,4,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_021_3g5d_1n1_gen.sdf,0_0_13,5,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_021_3g5d_1n1_gen.sdf,0_0_15,6,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_021_3g5d_1n1_gen.sdf,0_0_3,7,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_021_3g5d_1n1_gen.sdf,0_0_5,8,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_021_3g5d_1n1_gen.sdf,0_0_6,9,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_021_3g5d_1n1_gen.sdf,0_0_7,10,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_021_3g5d_1n1_gen.sdf,0_0_8,11,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_021_3g5d_1n1_gen.sdf,0_0_9,12,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_046_5tui_ctc_gen.sdf,0_0_0,0,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_046_5tui_ctc_gen.sdf,0_0_1,1,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_046_5tui_ctc_gen.sdf,0_0_10,2,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_046_5tui_ctc_gen.sdf,0_0_11,3,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_046_5tui_ctc_gen.sdf,0_0_13,4,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_046_5tui_ctc_gen.sdf,0_0_15,5,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_046_5tui_ctc_gen.sdf,0_0_2,6,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_046_5tui_ctc_gen.sdf,0_0_3,7,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_046_5tui_ctc_gen.sdf,0_0_6,8,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_046_5tui_ctc_gen.sdf,0_0_8,9,True,True,True,True,True,True,True,True,True,True,True
results/bindingmoad_molpilot_v50/bindingmoad_046_5tui_ctc_gen.sdf,0_0_9,10,True,True,True,True,True,True,True,True,True,True,True
